1, 1.0000, 0.0000, 1.0000, 1.0000, 0.0431, 0.0431, 0.0000, 0.0431, 0.0431, 0.000000
15, 1.3781, 13.7231, 0.0913, 0.0268, 0.0631, 0.0595, 0.0037, 0.0042, 0.0431, 0.000266
24, 1.5679, 22.6733, 0.0647, 0.0208, 0.0733, 0.0676, 0.0057, 0.0030, 0.0431, 0.000252
25, 1.5820, 23.4992, 0.0631, 0.0168, 0.0742, 0.0682, 0.0059, 0.0030, 0.0431, 0.000253
26, 1.5831, 24.4181, 0.0609, 0.0012, 0.0745, 0.0683, 0.0062, 0.0029, 0.0431, 0.000253
27, 1.5841, 25.4171, 0.0587, 0.0010, 0.0748, 0.0683, 0.0064, 0.0028, 0.0431, 0.000254
28, 1.5854, 26.4158, 0.0566, 0.0013, 0.0751, 0.0684, 0.0067, 0.0027, 0.0431, 0.000254
29, 1.6064, 27.8047, 0.0546, 0.0149, 0.0764, 0.0693, 0.0071, 0.0026, 0.0431, 0.000254
30, 1.6074, 28.3938, 0.0536, 0.0016, 0.0766, 0.0693, 0.0072, 0.0026, 0.0431, 0.000254
31, 1.6138, 29.3874, 0.0521, 0.0064, 0.0771, 0.0696, 0.0075, 0.0025, 0.0431, 0.000254
32, 1.6172, 30.3841, 0.0505, 0.0033, 0.0775, 0.0698, 0.0077, 0.0024, 0.0431, 0.000254
33, 1.6181, 31.3831, 0.0490, 0.0010, 0.0778, 0.0698, 0.0079, 0.0024, 0.0431, 0.000253
36, 1.7659, 33.8053, 0.0496, 0.0575, 0.0847, 0.0762, 0.0085, 0.0024, 0.0431, 0.000253
37, 1.8332, 34.7679, 0.0501, 0.0654, 0.0878, 0.0791, 0.0088, 0.0024, 0.0431, 0.000252
38, 1.9003, 35.7308, 0.0505, 0.0651, 0.0910, 0.0820, 0.0090, 0.0024, 0.0431, 0.000252
39, 1.9675, 36.6837, 0.0509, 0.0659, 0.0941, 0.0849, 0.0092, 0.0024, 0.0431, 0.000251
40, 2.0346, 37.6366, 0.0513, 0.0657, 0.0972, 0.0878, 0.0094, 0.0025, 0.0431, 0.000251
41, 2.1017, 38.5794, 0.0517, 0.0665, 0.1003, 0.0907, 0.0097, 0.0025, 0.0431, 0.000250
42, 2.1688, 39.5424, 0.0520, 0.0651, 0.1034, 0.0935, 0.0099, 0.0025, 0.0431, 0.000250
43, 2.2360, 40.4953, 0.0523, 0.0659, 0.1066, 0.0964, 0.0101, 0.0025, 0.0431, 0.000250
44, 2.3031, 41.4381, 0.0527, 0.0664, 0.1097, 0.0993, 0.0104, 0.0025, 0.0431, 0.000250
45, 2.3702, 42.4010, 0.0529, 0.0652, 0.1128, 0.1022, 0.0106, 0.0025, 0.0431, 0.000250
45, 2.5890, 42.4110, 0.0575, 0.9563, 0.1223, 0.1117, 0.0106, 0.0027, 0.0431, 0.000250
49, 2.6385, 46.2027, 0.0540, 0.0129, 0.1255, 0.1138, 0.0117, 0.0026, 0.0431, 0.000252
50, 2.7056, 47.1556, 0.0543, 0.0658, 0.1286, 0.1167, 0.0119, 0.0026, 0.0431, 0.000253
50, 2.8344, 47.1656, 0.0567, 0.9278, 0.1342, 0.1223, 0.0119, 0.0027, 0.0431, 0.000253
53, 2.9070, 50.0141, 0.0549, 0.0249, 0.1381, 0.1254, 0.0127, 0.0026, 0.0431, 0.000254
53, 2.9659, 50.0341, 0.0560, 0.7465, 0.1406, 0.1279, 0.0127, 0.0027, 0.0431, 0.000254
55, 3.0413, 51.9199, 0.0553, 0.0384, 0.1443, 0.1312, 0.0132, 0.0026, 0.0431, 0.000254
55, 3.0500, 51.9500, 0.0555, 0.2263, 0.1447, 0.1316, 0.0132, 0.0026, 0.0431, 0.000254
56, 3.1084, 52.8928, 0.0555, 0.0583, 0.1475, 0.1341, 0.0134, 0.0026, 0.0431, 0.000254
57, 3.1755, 53.8357, 0.0557, 0.0665, 0.1506, 0.1370, 0.0137, 0.0026, 0.0431, 0.000254
58, 3.2426, 54.7886, 0.0559, 0.0658, 0.1538, 0.1399, 0.0139, 0.0026, 0.0431, 0.000254
59, 3.3098, 55.7514, 0.0560, 0.0652, 0.1569, 0.1428, 0.0141, 0.0027, 0.0431, 0.000253
60, 3.3768, 56.6943, 0.0562, 0.0664, 0.1600, 0.1456, 0.0144, 0.0027, 0.0431, 0.000253
61, 3.4440, 57.6472, 0.0564, 0.0658, 0.1631, 0.1485, 0.0146, 0.0027, 0.0431, 0.000253
62, 3.5111, 58.6001, 0.0565, 0.0658, 0.1663, 0.1514, 0.0149, 0.0027, 0.0431, 0.000254
63, 3.5783, 59.5529, 0.0567, 0.0659, 0.1695, 0.1543, 0.0151, 0.0027, 0.0431, 0.000254
64, 3.6453, 60.5058, 0.0568, 0.0658, 0.1726, 0.1572, 0.0154, 0.0027, 0.0431, 0.000254
65, 3.7125, 61.4586, 0.0570, 0.0659, 0.1758, 0.1601, 0.0156, 0.0027, 0.0431, 0.000254
66, 3.7797, 62.4115, 0.0571, 0.0659, 0.1789, 0.1630, 0.0159, 0.0027, 0.0431, 0.000255
67, 3.8468, 63.3743, 0.0572, 0.0652, 0.1821, 0.1659, 0.0162, 0.0027, 0.0431, 0.000255
68, 3.9140, 64.3172, 0.0574, 0.0665, 0.1853, 0.1688, 0.0165, 0.0027, 0.0431, 0.000256
69, 3.9811, 65.2802, 0.0575, 0.0651, 0.1885, 0.1717, 0.0167, 0.0027, 0.0431, 0.000256
72, 4.1825, 68.1287, 0.0578, 0.0660, 0.1980, 0.1804, 0.0176, 0.0027, 0.0431, 0.000258
73, 4.2496, 69.0816, 0.0580, 0.0658, 0.2011, 0.1833, 0.0178, 0.0027, 0.0431, 0.000258
74, 4.3167, 70.0244, 0.0581, 0.0665, 0.2043, 0.1862, 0.0181, 0.0027, 0.0431, 0.000258
78, 4.5852, 73.9059, 0.0584, 0.0647, 0.2169, 0.1978, 0.0191, 0.0028, 0.0431, 0.000259
82, 4.7866, 76.7645, 0.0587, 0.0658, 0.2264, 0.2065, 0.0199, 0.0028, 0.0431, 0.000259
85, 4.9880, 79.6431, 0.0589, 0.0654, 0.2358, 0.2152, 0.0206, 0.0028, 0.0431, 0.000259
89, 5.2566, 83.4646, 0.0592, 0.0657, 0.2483, 0.2267, 0.0215, 0.0028, 0.0431, 0.000258
89, 5.5154, 83.4846, 0.0620, 0.9283, 0.2594, 0.2379, 0.0215, 0.0029, 0.0431, 0.000258
96, 5.7262, 90.1450, 0.0597, 0.0307, 0.2702, 0.2470, 0.0232, 0.0028, 0.0431, 0.000257
96, 5.8450, 90.1550, 0.0609, 0.9221, 0.2753, 0.2521, 0.0232, 0.0029, 0.0431, 0.000257
104, 6.2632, 97.8280, 0.0602, 0.0517, 0.2954, 0.2702, 0.0253, 0.0028, 0.0431, 0.000258
106, 6.3981, 99.7630, 0.0603, 0.0652, 0.3017, 0.2760, 0.0257, 0.0028, 0.0431, 0.000258
108, 6.5325, 101.6687, 0.0604, 0.0658, 0.3079, 0.2818, 0.0261, 0.0028, 0.0431, 0.000257
110, 6.6667, 103.5645, 0.0605, 0.0661, 0.3141, 0.2875, 0.0266, 0.0028, 0.0431, 0.000257
112, 6.8010, 105.4802, 0.0606, 0.0655, 0.3203, 0.2933, 0.0270, 0.0029, 0.0431, 0.000256
116, 7.0690, 109.2722, 0.0608, 0.0660, 0.3327, 0.3049, 0.0278, 0.0029, 0.0431, 0.000255
119, 7.2703, 112.1309, 0.0609, 0.0658, 0.3421, 0.3136, 0.0286, 0.0029, 0.0431, 0.000255
121, 7.4046, 114.0665, 0.0610, 0.0649, 0.3484, 0.3194, 0.0290, 0.0029, 0.0431, 0.000255
125, 7.6061, 116.9651, 0.0611, 0.0650, 0.3578, 0.3280, 0.0298, 0.0029, 0.0431, 0.000255
127, 7.7404, 118.8808, 0.0611, 0.0655, 0.3641, 0.3338, 0.0302, 0.0029, 0.0431, 0.000254
129, 7.8747, 120.8065, 0.0612, 0.0652, 0.3703, 0.3396, 0.0307, 0.0029, 0.0431, 0.000254
131, 8.0090, 122.7321, 0.0613, 0.0652, 0.3765, 0.3454, 0.0311, 0.0029, 0.0431, 0.000253
131, 8.2578, 122.7422, 0.0630, 0.9612, 0.3872, 0.3561, 0.0311, 0.0030, 0.0431, 0.000253
139, 8.5458, 130.3653, 0.0615, 0.0364, 0.4014, 0.3685, 0.0328, 0.0029, 0.0431, 0.000252
139, 8.6247, 130.3753, 0.0620, 0.8879, 0.4048, 0.3719, 0.0328, 0.0029, 0.0431, 0.000252
148, 9.1500, 139.1012, 0.0617, 0.0568, 0.4296, 0.3946, 0.0350, 0.0029, 0.0431, 0.000252
152, 9.4186, 142.9226, 0.0618, 0.0657, 0.4421, 0.4062, 0.0360, 0.0029, 0.0431, 0.000252
153, 10.0774, 142.9226, 0.0659, 1.0000, 0.4705, 0.4346, 0.0360, 0.0031, 0.0431, 0.000252
163, 10.0898, 152.5413, 0.0620, 0.0013, 0.4733, 0.4351, 0.0382, 0.0029, 0.0431, 0.000251
166, 10.2912, 155.4000, 0.0621, 0.0658, 0.4827, 0.4438, 0.0389, 0.0029, 0.0431, 0.000250
166, 10.5900, 155.4100, 0.0638, 0.9676, 0.4956, 0.4567, 0.0389, 0.0030, 0.0431, 0.000250
172, 10.6940, 161.1672, 0.0622, 0.0177, 0.5017, 0.4612, 0.0405, 0.0029, 0.0431, 0.000251
172, 10.8228, 161.1772, 0.0629, 0.9279, 0.5073, 0.4667, 0.0405, 0.0029, 0.0431, 0.000251
