1, 1.0000, 0.0000, 1.0000, 1.0000, 0.0431, 0.0431, 0.0000, 0.0431, 0.0431, 0.000000
16, 1.3756, 14.6711, 0.0857, 0.0250, 0.0633, 0.0593, 0.0039, 0.0039, 0.0431, 0.000266
26, 1.5660, 24.3376, 0.0605, 0.0193, 0.0737, 0.0676, 0.0062, 0.0028, 0.0431, 0.000254
27, 1.5801, 25.1565, 0.0591, 0.0170, 0.0746, 0.0682, 0.0064, 0.0028, 0.0431, 0.000255
27, 1.5806, 25.4261, 0.0585, 0.0018, 0.0747, 0.0682, 0.0065, 0.0028, 0.0431, 0.000255
28, 1.5816, 26.4251, 0.0565, 0.0010, 0.0750, 0.0682, 0.0067, 0.0027, 0.0431, 0.000255
29, 1.5826, 27.4241, 0.0546, 0.0010, 0.0753, 0.0683, 0.0070, 0.0026, 0.0431, 0.000255
31, 1.6046, 29.5921, 0.0514, 0.0100, 0.0767, 0.0692, 0.0075, 0.0025, 0.0431, 0.000254
32, 1.6061, 30.4005, 0.0502, 0.0019, 0.0770, 0.0693, 0.0077, 0.0024, 0.0431, 0.000254
33, 1.6071, 31.3996, 0.0487, 0.0010, 0.0773, 0.0693, 0.0080, 0.0023, 0.0431, 0.000254
34, 1.6140, 32.3926, 0.0475, 0.0069, 0.0778, 0.0696, 0.0082, 0.0023, 0.0431, 0.000254
35, 1.6173, 33.3894, 0.0462, 0.0033, 0.0782, 0.0698, 0.0085, 0.0022, 0.0431, 0.000253
36, 1.6182, 34.3884, 0.0449, 0.0010, 0.0785, 0.0698, 0.0087, 0.0022, 0.0431, 0.000253
37, 1.9758, 35.0242, 0.0534, 0.3600, 0.0941, 0.0852, 0.0088, 0.0025, 0.0431, 0.000252
38, 2.9758, 35.0242, 0.0783, 1.0000, 0.1372, 0.1283, 0.0088, 0.0036, 0.0431, 0.000252
39, 3.9758, 35.0242, 0.1019, 1.0000, 0.1803, 0.1714, 0.0088, 0.0046, 0.0431, 0.000252
40, 4.9758, 35.0242, 0.1244, 1.0000, 0.2234, 0.2145, 0.0088, 0.0056, 0.0431, 0.000252
41, 5.9758, 35.0242, 0.1458, 1.0000, 0.2665, 0.2576, 0.0088, 0.0065, 0.0431, 0.000252
106, 6.1279, 100.1340, 0.0577, 0.0023, 0.2891, 0.2642, 0.0249, 0.0027, 0.0431, 0.000249
107, 6.8660, 100.1340, 0.0642, 1.0000, 0.3209, 0.2960, 0.0249, 0.0030, 0.0431, 0.000249
108, 7.8660, 100.1340, 0.0728, 1.0000, 0.3640, 0.3391, 0.0249, 0.0034, 0.0431, 0.000249
109, 8.8660, 100.1340, 0.0813, 1.0000, 0.4071, 0.3822, 0.0249, 0.0037, 0.0431, 0.000249
164, 9.7529, 154.6437, 0.0593, 0.0160, 0.4575, 0.4204, 0.0371, 0.0028, 0.0431, 0.000240
165, 10.3239, 154.6761, 0.0626, 0.9463, 0.4822, 0.4451, 0.0371, 0.0029, 0.0431, 0.000240
181, 10.7593, 170.4605, 0.0594, 0.0268, 0.5053, 0.4638, 0.0415, 0.0028, 0.0431, 0.000243
182, 11.5395, 170.4605, 0.0634, 1.0000, 0.5389, 0.4975, 0.0415, 0.0030, 0.0431, 0.000243
183, 12.5395, 170.4605, 0.0685, 1.0000, 0.5820, 0.5406, 0.0415, 0.0032, 0.0431, 0.000243
184, 13.5395, 170.4605, 0.0736, 1.0000, 0.6251, 0.5837, 0.0415, 0.0034, 0.0431, 0.000243
234, 14.1149, 220.0659, 0.0603, 0.0115, 0.6616, 0.6085, 0.0531, 0.0028, 0.0431, 0.000242
235, 14.9341, 220.0659, 0.0635, 1.0000, 0.6970, 0.6438, 0.0531, 0.0030, 0.0431, 0.000242
236, 15.9341, 220.0659, 0.0675, 1.0000, 0.7402, 0.6870, 0.0531, 0.0031, 0.0431, 0.000242
237, 16.9341, 220.0659, 0.0715, 1.0000, 0.7833, 0.7302, 0.0531, 0.0033, 0.0431, 0.000242
238, 17.9341, 220.0659, 0.0754, 1.0000, 0.8265, 0.7733, 0.0531, 0.0035, 0.0431, 0.000242
306, 18.7432, 287.0080, 0.0613, 0.0119, 0.8818, 0.8083, 0.0736, 0.0029, 0.0431, 0.000256
306, 18.9920, 287.0080, 0.0621, 1.0000, 0.8926, 0.8190, 0.0736, 0.0029, 0.0431, 0.000256
307, 19.9920, 287.0080, 0.0651, 1.0000, 0.9358, 0.8622, 0.0736, 0.0030, 0.0431, 0.000256
308, 20.9920, 287.0080, 0.0682, 1.0000, 0.9789, 0.9054, 0.0736, 0.0032, 0.0431, 0.000256
342, 21.0909, 321.0805, 0.0616, 0.0029, 0.9942, 0.9097, 0.0845, 0.0029, 0.0431, 0.000263
343, 21.9195, 321.0805, 0.0639, 1.0000, 1.0299, 0.9454, 0.0845, 0.0030, 0.0431, 0.000263
344, 22.9195, 321.0805, 0.0666, 1.0000, 1.0731, 0.9886, 0.0845, 0.0031, 0.0431, 0.000263
345, 23.9195, 321.0805, 0.0693, 1.0000, 1.1162, 1.0317, 0.0845, 0.0032, 0.0431, 0.000263
392, 24.3114, 367.9293, 0.0620, 0.0083, 1.1452, 1.0486, 0.0966, 0.0029, 0.0431, 0.000263
393, 25.0707, 367.9293, 0.0638, 1.0000, 1.1779, 1.0814, 0.0966, 0.0030, 0.0431, 0.000263
394, 26.0707, 367.9293, 0.0662, 1.0000, 1.2211, 1.1245, 0.0966, 0.0031, 0.0431, 0.000263
395, 27.0707, 367.9293, 0.0685, 1.0000, 1.2642, 1.1677, 0.0966, 0.0032, 0.0431, 0.000263
396, 28.0707, 367.9293, 0.0709, 1.0000, 1.3074, 1.2108, 0.0966, 0.0033, 0.0431, 0.000263
397, 29.0707, 367.9293, 0.0732, 1.0000, 1.3506, 1.2540, 0.0966, 0.0034, 0.0431, 0.000263
468, 29.2079, 438.8487, 0.0624, 0.0019, 1.3752, 1.2599, 0.1153, 0.0029, 0.0431, 0.000263
469, 29.2753, 439.8713, 0.0624, 0.0618, 1.3784, 1.2628, 0.1156, 0.0029, 0.0431, 0.000263
470, 30.0943, 439.9057, 0.0640, 0.9598, 1.4137, 1.2981, 0.1156, 0.0030, 0.0431, 0.000263
489, 30.5501, 458.5165, 0.0625, 0.0239, 1.4380, 1.3178, 0.1203, 0.0029, 0.0431, 0.000262
490, 30.6181, 459.5185, 0.0625, 0.0635, 1.4413, 1.3207, 0.1206, 0.0029, 0.0431, 0.000262
493, 30.8187, 462.5079, 0.0625, 0.0629, 1.4507, 1.3294, 0.1214, 0.0029, 0.0431, 0.000262
494, 31.4917, 462.5083, 0.0637, 0.9993, 1.4797, 1.3584, 0.1214, 0.0030, 0.0431, 0.000262
506, 31.6240, 474.3756, 0.0625, 0.0110, 1.4887, 1.3641, 0.1246, 0.0029, 0.0431, 0.000263
506, 31.6244, 474.3756, 0.0625, 1.0000, 1.4887, 1.3641, 0.1246, 0.0029, 0.0431, 0.000263
515, 32.2283, 483.1078, 0.0625, 0.0647, 1.5175, 1.3902, 0.1273, 0.0029, 0.0431, 0.000263
516, 32.8922, 483.1078, 0.0637, 1.0000, 1.5461, 1.4188, 0.1273, 0.0030, 0.0431, 0.000263
517, 33.8922, 483.1078, 0.0656, 1.0000, 1.5893, 1.4620, 0.1273, 0.0031, 0.0431, 0.000263
518, 34.8922, 483.1078, 0.0674, 1.0000, 1.6324, 1.5051, 0.1273, 0.0032, 0.0431, 0.000263
519, 35.8922, 483.1078, 0.0692, 1.0000, 1.6756, 1.5483, 0.1273, 0.0032, 0.0431, 0.000263
520, 36.8922, 483.1078, 0.0709, 1.0000, 1.7187, 1.5914, 0.1273, 0.0033, 0.0431, 0.000263
521, 37.8922, 483.1078, 0.0727, 1.0000, 1.7618, 1.6346, 0.1273, 0.0034, 0.0431, 0.000263
522, 38.8922, 483.1078, 0.0745, 1.0000, 1.8050, 1.6777, 0.1273, 0.0035, 0.0431, 0.000263
523, 39.8922, 483.1078, 0.0763, 1.0000, 1.8482, 1.7209, 0.1273, 0.0035, 0.0431, 0.000263
524, 40.8922, 483.1078, 0.0780, 1.0000, 1.8913, 1.7641, 0.1273, 0.0036, 0.0431, 0.000263
667, 41.8781, 624.7947, 0.0628, 0.0069, 1.9777, 1.8066, 0.1711, 0.0030, 0.0431, 0.000274
667, 42.2053, 624.7947, 0.0633, 1.0000, 1.9919, 1.8207, 0.1711, 0.0030, 0.0431, 0.000274
683, 42.9478, 640.3172, 0.0629, 0.0456, 2.0281, 1.8528, 0.1753, 0.0030, 0.0431, 0.000274
