4.76	5.29
0.81	0.70
3.71	2.74
8.59	9.21
2.13	2.36
10.90	13.23
14.42	15.83
18.63	19.11
1.81	3.81
5.85	6.86
10.31	10.63
0.00	0.01
1.14	1.43
4.22	4.29
11.14	13.52
16.09	17.56
21.16	21.74
3.66	5.03
9.58	10.01
14.98	14.68
0.59	1.22
5.12	5.29
10.16	12.81
12.92	14.67
21.44	21.43
28.64	27.73
6.78	7.64
16.26	16.06
23.93	22.87
3.06	3.40
12.16	14.92
19.93	21.86
9.5866620540619E-005	-4.55183908343E-007
0.03	0.00
0.07	0.04
0.82	0.22
0.97	0.39
0.79	0.55
8.91	6.07
5.78	4.32
3.75	3.21
0.24	0.29
1.70	1.74
2.60	2.67
2.66	1.44
4.71	3.54
5.46	4.60
9.50	7.27
9.76	8.17
9.69	11.73
2.02	1.44
7.05	5.61
10.08	8.66
5.78	4.05
11.39	9.58
14.41	12.79
11.97	9.46
16.79	17.80
19.46	20.77
9.16	10.23
10.76	11.42
12.68	12.91
0.91	1.90
2.93	3.43
5.15	5.32
0.00	0.00
0.03	0.04
0.48	0.73
9.17	10.23
11.07	11.54
13.32	13.54
1.83	2.51
4.79	5.01
7.49	7.34
0.01	0.02
1.10	1.36
3.10	2.81
9.50	10.24
13.03	13.26
16.35	16.06
3.39	3.82
8.13	8.03
11.96	11.44
0.52	0.41
4.29	4.01
8.06	8.94
0.00	0.00
0.00	0.00
0.00	0.00
0.41	0.11
0.49	0.19
0.40	0.28
10.15	8.57
7.82	6.86
5.45	5.36
0.01	0.00
0.31	0.12
0.64	0.64
1.33	0.72
2.35	1.77
2.73	2.30
10.16	8.59
8.89	8.17
8.07	7.44
0.34	0.01
2.27	1.84
3.67	3.15
2.89	2.03
5.69	4.79
7.21	6.40
10.66	8.99
12.07	10.82
13.03	13.57
10.25	12.76
11.36	13.50
12.84	14.61
1.40	3.25
3.54	5.02
5.44	6.58
0.00	0.00
0.45	1.09
1.53	1.90
10.54	12.95
13.71	15.21
16.83	17.58
3.29	4.64
7.70	8.45
11.23	11.57
0.49	1.23
3.86	4.14
7.16	7.27
12.44	14.21
19.59	19.92
25.37	25.11
6.43	7.37
14.63	17.70
20.86	23.34
2.86	3.25
10.76	10.76
17.11	19.61
0.00	0.00
0.13	0.03
0.40	0.24
1.13	0.19
2.17	1.17
2.73	1.74
9.70	6.63
8.95	6.84
8.55	6.57
0.29	0.19
2.48	1.74
4.39	3.22
3.01	1.58
6.33	4.59
8.52	6.72
10.19	7.86
12.36	9.90
14.18	11.94
2.20	1.45
8.37	6.45
12.93	10.75
6.16	4.30
13.26	13.84
18.15	18.49
12.55	9.88
19.26	16.52
24.13	24.28
8.86	10.01
9.31	10.35
9.89	10.74
0.70	1.62
1.77	2.51
2.72	3.29
0.00	0.00
0.01	0.01
0.11	0.10
8.87	10.00
9.79	10.73
11.03	11.78
1.64	2.32
3.85	4.22
5.61	5.79
0.01	0.03
0.77	1.21
2.04	2.15
9.24	10.10
12.06	12.37
14.66	14.57
3.22	3.68
