4.7594203949	4.7594184875	4.7598609924	5.2923583984
0.8085975647	0.8085985184	0.8081092834	0.7035531998
3.7146034241	3.7146072388	3.714214325	2.7390975952
8.5916633606	8.5916595459	8.5935897827	9.2111129761
2.1333789825	2.1333789825	2.1336784363	2.3625278473
10.8956069946	10.8956069946	10.8954849243	13.2279205322
14.4215774536	14.4215774536	14.4236297607	15.8254089355
18.630859375	18.6308517456	18.6340789795	19.1067047119
1.8149871826	1.8149871826	1.8151626587	3.8073730469
5.8502731323	5.8502655029	5.8518447876	6.8602676392
10.3081512451	10.3081512451	10.3115615845	10.6331100464
0.0035237074	0.0035237074	0.0035115182	0.0121098161
1.1407260895	1.1407260895	1.140953064	1.434633255
4.2167625427	4.216758728	4.218120575	4.2932739258
11.1352462769	11.1352462769	11.1351547241	13.5172653198
16.0926361084	16.0926361084	16.0947265625	17.5635910034
21.1634559631	21.1634483337	21.1659812927	21.7424240112
3.659954071	3.659954071	3.6603813171	5.0252990723
9.5822296143	9.5822257996	9.5845794678	10.0123977661
14.9757995605	14.9757995605	14.9784889221	14.6776199341
0.5896215439	0.5896215439	0.5896034241	1.2194099426
5.1235694885	5.1235694885	5.1253929138	5.2915382385
10.1600608826	10.1600570679	10.1614990234	12.8124046326
12.9195098877	12.9195098877	12.9189071655	14.6669235229
21.4382705688	21.4382705688	21.4395484924	21.4300956726
28.6436424255	28.6436386108	28.6459312439	27.7336921692
6.7799530029	6.7799530029	6.7794456482	7.640083313
16.2632102966	16.2632064819	16.2651634216	16.0566101074
23.9267578125	23.9267578125	23.9294090271	22.8700904846
3.0619125366	3.0619125366	3.0611381531	3.4045448303
12.1556968689	12.1556968689	12.1574668884	14.9237747192
19.9298477173	19.9298439026	19.9329605103	21.8604202271
9.5866620540619E-005	9.5866620540619E-005	9.5582567155361E-005	-4.55183908343E-007
0.0322220325	0.0322220325	0.0321853161	0.0005970597
0.0662220716	0.0662221909	0.0661166906	0.0357755423
0.8199691772	0.8199691772	0.8202896118	0.2207937241
0.9732112885	0.9732131958	0.9724731445	0.388258934
0.7918901443	0.7918901443	0.7916030884	0.5542945862
8.9090042114	8.9090042114	8.9091491699	6.0668716431
